paper_id,paper,doi,doi_url,year,title
REFINE-0322,"Saxbe, D., & Martínez-García, M. (2024). Cortical volume reductions in men transitioning to first-time fatherhood reflect both parenting engagement and mental health risk. Cerebral Cortex, 34(4). https://doi.org/10.1093/cercor/bhae126",10.1093/cercor/bhae126,https://doi.org/10.1093/cercor/bhae126,2024,Cortical volume reductions in men transitioning to first-time fatherhood reflect both parenting engagement and mental health risk
REFINE-0323,"Basavaraju, R., Feng, X., France, J., Huey, E. D., & Provenzano, F. A. (2022). Depression is associated with preserved cortical thickness relative to apathy in frontotemporal dementia. Journal of Geriatric Psychiatry and Neurology, 35(1), 78–88. https://doi.org/10.1177/0891988720964258",10.1177/0891988720964258,https://doi.org/10.1177/0891988720964258,2022,Depression is associated with preserved cortical thickness relative to apathy in frontotemporal dementia
REFINE-0324,"Steffens, D. C., Trost, W. T., Payne, M. E., Hybels, C. F., & MacFall, J. R. (2003). Apolipoprotein E genotype and subcortical vascular lesions in older depressed patients and control subjects. Biological Psychiatry, 54(7), 674–681. https://doi.org/10.1016/S0006-3223(02)01782-1",10.1016/S0006-3223(02)01782-1,https://doi.org/10.1016/S0006-3223(02)01782-1,2003,Apolipoprotein E genotype and subcortical vascular lesions in older depressed patients and control subjects
REFINE-0325,"Grp, Pac. M. D. S., Marawi, T., Zhukovsky, P., Rashidi-Ranjbar, N., Bowie, C. R., Brooks, H., Fischer, C. E., Flint, A. J., Herrmann, N., Mah, L., Pollock, B. G., Rajji, T. K., Tartaglia, M. C., Voineskos, A. N., & Mulsant, B. H. (2023). Brain-Cognition Associations in Older Patients With Remitted Major Depressive Disorder or Mild Cognitive Impairment: A Multivariate Analysis of Gray and White Matter Integrity. BIOLOGICAL PSYCHIATRY, 94(12), 913–923. https://doi.org/10.1016/j.biopsych.2023.05.018",10.1016/j.biopsych.2023.05.018,https://doi.org/10.1016/j.biopsych.2023.05.018,2023,Brain-Cognition Associations in Older Patients With Remitted Major Depressive Disorder or Mild Cognitive Impairment: A Multivariate Analysis of Gray and White Matter Integrity
REFINE-0326,"Clark, C. P., Brown, G. G., Frank, L., Thomas, L., Sutherland, A. N., & Gillin, J. C. (2006). Improved anatomic delineation of the antidepressant response to partial sleep deprivation in medial frontal cortex using perfusion-weighted functional MRI. Psychiatry Research: Neuroimaging, 146(3), 213–222. https://doi.org/10.1016/j.pscychresns.2005.12.008",10.1016/j.pscychresns.2005.12.008,https://doi.org/10.1016/j.pscychresns.2005.12.008,2006,Improved anatomic delineation of the antidepressant response to partial sleep deprivation in medial frontal cortex using perfusion-weighted functional MRI
REFINE-0327,"Chaarani, B., Kan, K.-J., Mackey, S., Spechler, P. A., Potter, A., Banaschewski, T., Millenet, S., Bokde, A. L. W., Bromberg, U., Büchel, C., Cattrell, A., Conrod, P. J., Desrivières, S., Flor, H., Frouin, V., Gallinat, J., Gowland, P., Heinz, A., Ittermann, B., … Althoff, R. R. (2020). Neural correlates of adolescent irritability and its comorbidity with psychiatric disorders. Journal of the American Academy of Child & Adolescent Psychiatry, 59(12), 1371–1379. https://doi.org/10.1016/j.jaac.2019.11.028",10.1016/j.jaac.2019.11.028,https://doi.org/10.1016/j.jaac.2019.11.028,2020,Neural correlates of adolescent irritability and its comorbidity with psychiatric disorders
REFINE-0328,"Salgado, P. C. B., Yasuda, C. L., & Cendes, F. (2010). Neuroimaging changes in mesial temporal lobe epilepsy are magnified in the presence of depression. Epilepsy & Behavior, 19(3), 422–427. https://doi.org/10.1016/j.yebeh.2010.08.012",10.1016/j.yebeh.2010.08.012,https://doi.org/10.1016/j.yebeh.2010.08.012,2010,Neuroimaging changes in mesial temporal lobe epilepsy are magnified in the presence of depression
REFINE-0329,"da Silva, C. B., Yasuda, C. L., D’Abreu, A., Cendes, F., Lopes-Cendes, I., & França, M. C. Jr. (2013). Neuroanatomical correlates of depression in Friedreich’s ataxia: A voxel-based morphometry study. The Cerebellum, 12(3), 429–436. https://doi.org/10.1007/s12311-012-0424-0",10.1007/s12311-012-0424-0,https://doi.org/10.1007/s12311-012-0424-0,2013,Neuroanatomical correlates of depression in Friedreich’s ataxia: A voxel-based morphometry study
REFINE-0330,"Chen, B., Zhong, X., Mai, N., Peng, Q., Wu, Z., Ouyang, C., Zhang, W., Liang, W., Wu, Y., Liu, S., Chen, L., & Ning, Y. (2018). Cognitive impairment and structural abnormalities in late life depression with olfactory identification impairment: An Alzheimer’s disease-like pattern. International Journal of Neuropsychopharmacology, 21(7), 640–648. https://doi.org/10.1093/ijnp/pyy016",10.1093/ijnp/pyy016,https://doi.org/10.1093/ijnp/pyy016,2018,Cognitive impairment and structural abnormalities in late life depression with olfactory identification impairment: An Alzheimer’s disease-like pattern
REFINE-0331,"Dahoun, T., Calcia, M. A., Veronese, M., Bloomfield, P., Reis Marques, T., Turkheimer, F., & Howes, O. D. (2019). The association of psychosocial risk factors for mental health with a brain marker altered by inflammation: A translocator protein (TSPO) PET imaging study. Brain, Behavior, and Immunity, 80, 742–750. https://doi.org/10.1016/j.bbi.2019.05.023",10.1016/j.bbi.2019.05.023,https://doi.org/10.1016/j.bbi.2019.05.023,2019,The association of psychosocial risk factors for mental health with a brain marker altered by inflammation: A translocator protein (TSPO) PET imaging study
